,pl_name,hostname,sy_dist,pl_rade,pl_orbper,discoverymethod,type
11401,Kepler-1365 c,Kepler-1365,840.128,0.66,4.774656,Transit,
11402,Kepler-1365 c,Kepler-1365,840.128,5.286154719259407,4.77466043,Transit,
11403,Kepler-1365 c,Kepler-1365,840.128,1.201,13117.276529071569,Transit,
11404,Kepler-1365 c,Kepler-1365,840.128,0.66,4.77468005,Transit,
11405,Kepler-1365 c,Kepler-1365,840.128,5.286154719259407,4.77469244,Transit,
11406,Kepler-1365 c,Kepler-1365,840.128,0.8,4.77468005,Transit,
11407,Kepler-1365 c,Kepler-1365,840.128,0.66,4.77468005,Transit,
11408,Kepler-1365 c,Kepler-1365,840.128,0.81,4.77466043,Transit,
11409,Kepler-1365 c,Kepler-1365,840.128,0.66,4.77468005,Transit,
11410,Kepler-1366 b,Kepler-1366,465.826,5.286154719259407,2.16457073,Transit,
11411,Kepler-1366 b,Kepler-1366,465.826,1.5,2.1645503,Transit,
11412,Kepler-1366 b,Kepler-1366,465.826,1.43,2.16457097,Transit,
11413,Kepler-1366 b,Kepler-1366,465.826,5.286154719259407,2.16457059,Transit,
11414,Kepler-1366 b,Kepler-1366,465.826,1.28,2.16457097,Transit,
11415,Kepler-1366 b,Kepler-1366,465.826,1.28,2.16457097,Transit,
11416,Kepler-1366 b,Kepler-1366,465.826,1.27,2.16457059,Transit,
11417,Kepler-1366 b,Kepler-1366,465.826,1.28,2.16457097,Transit,
11418,Kepler-1366 b,Kepler-1366,465.826,1.566,13117.276529071569,Transit,
11419,Kepler-1367 b,Kepler-1367,401.484,0.92,1.57409027,Transit,
11420,Kepler-1367 b,Kepler-1367,401.484,0.82,1.5740872,Transit,
11421,Kepler-1367 b,Kepler-1367,401.484,0.899,13117.276529071569,Transit,
11422,Kepler-1367 b,Kepler-1367,401.484,0.85,1.57409027,Transit,
11423,Kepler-1367 b,Kepler-1367,401.484,5.286154719259407,1.57409032,Transit,
11424,Kepler-1367 b,Kepler-1367,401.484,5.286154719259407,1.57408483,Transit,
11425,Kepler-1367 b,Kepler-1367,401.484,0.85,1.57409027,Transit,
11426,Kepler-1367 b,Kepler-1367,401.484,0.93,1.57409032,Transit,
11427,Kepler-1367 b,Kepler-1367,401.484,0.85,1.57409027,Transit,
11428,Kepler-1368 b,Kepler-1368,1635.82,1.33,0.675649,Transit,
11429,Kepler-1368 b,Kepler-1368,1635.82,1.44,0.67564949,Transit,
11430,Kepler-1368 b,Kepler-1368,1635.82,1.44,0.67564949,Transit,
11431,Kepler-1368 b,Kepler-1368,1635.82,1.44,0.67564949,Transit,
11432,Kepler-1368 b,Kepler-1368,1635.82,5.286154719259407,0.67564698,Transit,
11433,Kepler-1368 b,Kepler-1368,1635.82,1.65,0.67564949,Transit,
11434,Kepler-1368 b,Kepler-1368,1635.82,5.286154719259407,0.6756504,Transit,
11435,Kepler-1368 b,Kepler-1368,1635.82,1.36,0.6756504,Transit,
11436,Kepler-1368 b,Kepler-1368,1635.82,1.406,13117.276529071569,Transit,
11437,Kepler-1369 b,Kepler-1369,1236.56,2.69,25.873148,Transit,
11438,Kepler-1369 b,Kepler-1369,1236.56,5.286154719259407,25.87300144,Transit,
11439,Kepler-1369 b,Kepler-1369,1236.56,5.286154719259407,25.8730914,Transit,
11440,Kepler-1369 b,Kepler-1369,1236.56,2.9,25.87333,Transit,
11441,Kepler-1369 b,Kepler-1369,1236.56,2.99,25.873148,Transit,
11442,Kepler-1369 b,Kepler-1369,1236.56,2.99,25.873148,Transit,
11443,Kepler-1369 b,Kepler-1369,1236.56,2.564,13117.276529071569,Transit,
11444,Kepler-1369 b,Kepler-1369,1236.56,2.99,25.873148,Transit,
11445,Kepler-1369 b,Kepler-1369,1236.56,2.88,25.8730914,Transit,
11446,Kepler-1369 b,Kepler-1369,1236.56,5.286154719259407,25.87293578,Transit,
11447,Kepler-137 b,Kepler-137,302.979,1.61,8.436404,Transit,
11448,Kepler-137 b,Kepler-137,302.979,1.69,8.43639364,Transit,
11449,Kepler-137 b,Kepler-137,302.979,1.47,8.436387,Transit,
11450,Kepler-137 b,Kepler-137,302.979,5.286154719259407,8.43640661,Transit,
11451,Kepler-137 b,Kepler-137,302.979,1.614,13117.276529071569,Transit,
11452,Kepler-137 b,Kepler-137,302.979,5.286154719259407,8.43638723,Transit,
11453,Kepler-137 b,Kepler-137,302.979,1.66,8.43639364,Transit,
11454,Kepler-137 b,Kepler-137,302.979,1.66,8.43639364,Transit,
11455,Kepler-137 b,Kepler-137,302.979,1.5,8.43639829,Transit,
11456,Kepler-137 b,Kepler-137,302.979,5.286154719259407,8.43639829,Transit,
11457,Kepler-137 b,Kepler-137,302.979,1.66,8.43639364,Transit,
11458,Kepler-137 c,Kepler-137,302.979,2.15,18.73575579,Transit,
11459,Kepler-137 c,Kepler-137,302.979,2.15,18.73575579,Transit,
11460,Kepler-137 c,Kepler-137,302.979,2.258,13117.276529071569,Transit,
11461,Kepler-137 c,Kepler-137,302.979,2.1,18.73577127,Transit,
11462,Kepler-137 c,Kepler-137,302.979,5.286154719259407,18.73577127,Transit,
11463,Kepler-137 c,Kepler-137,302.979,1.88,18.735753,Transit,
11464,Kepler-137 c,Kepler-137,302.979,2.21,18.735721,Transit,
11465,Kepler-137 c,Kepler-137,302.979,2.13,18.73575579,Transit,
11466,Kepler-137 c,Kepler-137,302.979,5.286154719259407,18.73574869,Transit,
11467,Kepler-137 c,Kepler-137,302.979,2.15,18.73575579,Transit,
11468,Kepler-1370 b,Kepler-1370,1004.1,5.286154719259407,20.26432427,Transit,
11469,Kepler-1370 b,Kepler-1370,1004.1,2.12,20.2642023,Transit,
11470,Kepler-1370 b,Kepler-1370,1004.1,1.77,20.2641684,Transit,
11471,Kepler-1370 b,Kepler-1370,1004.1,5.286154719259407,20.26416001,Transit,
11472,Kepler-1370 b,Kepler-1370,1004.1,1.94,20.26427,Transit,
11473,Kepler-1370 b,Kepler-1370,1004.1,5.286154719259407,20.2642023,Transit,
11474,Kepler-1370 b,Kepler-1370,1004.1,2.466,13117.276529071569,Transit,
11475,Kepler-1370 b,Kepler-1370,1004.1,1.77,20.2641684,Transit,
11476,Kepler-1370 b,Kepler-1370,1004.1,1.77,20.2641684,Transit,
11477,Kepler-1370 b,Kepler-1370,1004.1,1.84,20.2641684,Transit,
11478,Kepler-1370 c,Kepler-1370,1004.1,5.286154719259407,7.44127195,Transit,
11479,Kepler-1370 c,Kepler-1370,1004.1,5.286154719259407,7.44136102,Transit,
11480,Kepler-1370 c,Kepler-1370,1004.1,1.2,7.44142113,Transit,
11481,Kepler-1370 c,Kepler-1370,1004.1,1.2,7.44142113,Transit,
11482,Kepler-1370 c,Kepler-1370,1004.1,1.2,7.44142113,Transit,
11483,Kepler-1370 c,Kepler-1370,1004.1,1.539,13117.276529071569,Transit,
11484,Kepler-1370 c,Kepler-1370,1004.1,1.27,7.44142113,Transit,
11485,Kepler-1370 c,Kepler-1370,1004.1,1.11,7.441406,Transit,
11486,Kepler-1370 c,Kepler-1370,1004.1,1.33,7.44136102,Transit,
11487,Kepler-1371 b,Kepler-1371,515.334,0.73,3.4462039,Transit,
11488,Kepler-1371 b,Kepler-1371,515.334,0.64,3.4462039,Transit,
11489,Kepler-1371 b,Kepler-1371,515.334,0.943,13117.276529071569,Transit,
11490,Kepler-1371 b,Kepler-1371,515.334,0.64,3.4462039,Transit,
11491,Kepler-1371 b,Kepler-1371,515.334,0.93,3.446207,Transit,
11492,Kepler-1371 b,Kepler-1371,515.334,5.286154719259407,3.44616644,Transit,
11493,Kepler-1371 b,Kepler-1371,515.334,5.286154719259407,3.4462125,Transit,
11494,Kepler-1371 b,Kepler-1371,515.334,0.7,3.4462125,Transit,
11495,Kepler-1371 b,Kepler-1371,515.334,0.64,3.4462039,Transit,
11496,Kepler-1371 c,Kepler-1371,515.334,0.866,13117.276529071569,Transit,
11497,Kepler-1371 c,Kepler-1371,515.334,0.67,2.005409,Transit,
11498,Kepler-1371 c,Kepler-1371,515.334,0.53,2.00541269,Transit,
11499,Kepler-1371 c,Kepler-1371,515.334,0.65,2.00541429,Transit,
11500,Kepler-1371 c,Kepler-1371,515.334,0.64,2.00541269,Transit,
11501,Kepler-1371 c,Kepler-1371,515.334,0.53,2.00541269,Transit,
11502,Kepler-1371 c,Kepler-1371,515.334,5.286154719259407,2.00541429,Transit,
11503,Kepler-1371 c,Kepler-1371,515.334,0.53,2.00541269,Transit,
11504,Kepler-1372 b,Kepler-1372,1303.22,1.15,1.31155891,Transit,
11505,Kepler-1372 b,Kepler-1372,1303.22,1.27,1.31155557,Transit,
11506,Kepler-1372 b,Kepler-1372,1303.22,1.266,13117.276529071569,Transit,
11507,Kepler-1372 b,Kepler-1372,1303.22,1.26,1.31155557,Transit,
11508,Kepler-1372 b,Kepler-1372,1303.22,5.286154719259407,1.31155891,Transit,
11509,Kepler-1372 b,Kepler-1372,1303.22,1.26,1.31155557,Transit,
11510,Kepler-1372 b,Kepler-1372,1303.22,1.26,1.31155557,Transit,
11511,Kepler-1372 b,Kepler-1372,1303.22,5.286154719259407,1.31156295,Transit,
11512,Kepler-1372 b,Kepler-1372,1303.22,1.12,1.3115613,Transit,
11513,Kepler-1373 b,Kepler-1373,1699.46,0.86,1.2912458,Transit,
11514,Kepler-1373 b,Kepler-1373,1699.46,0.89,1.29123308,Transit,
11515,Kepler-1373 b,Kepler-1373,1699.46,5.286154719259407,1.29123308,Transit,
11516,Kepler-1373 b,Kepler-1373,1699.46,0.87,1.29123275,Transit,
11517,Kepler-1373 b,Kepler-1373,1699.46,1.16,1.29123275,Transit,
11518,Kepler-1373 b,Kepler-1373,1699.46,0.87,1.29123275,Transit,
11519,Kepler-1373 b,Kepler-1373,1699.46,0.87,1.29123275,Transit,
11520,Kepler-1373 b,Kepler-1373,1699.46,5.286154719259407,1.29123901,Transit,
11521,Kepler-1373 b,Kepler-1373,1699.46,1.718,13117.276529071569,Transit,
11522,Kepler-1374 b,Kepler-1374,1078.46,2.2,10.65275054,Transit,
11523,Kepler-1374 b,Kepler-1374,1078.46,5.286154719259407,10.65292573,Transit,
11524,Kepler-1374 b,Kepler-1374,1078.46,2.03,13117.276529071569,Transit,
11525,Kepler-1374 b,Kepler-1374,1078.46,2.39,10.65276707,Transit,
11526,Kepler-1374 b,Kepler-1374,1078.46,5.286154719259407,10.65275054,Transit,
11527,Kepler-1374 b,Kepler-1374,1078.46,2.39,10.65276707,Transit,
11528,Kepler-1374 b,Kepler-1374,1078.46,2.29,10.65276707,Transit,
11529,Kepler-1374 b,Kepler-1374,1078.46,2.39,10.65276707,Transit,
11530,Kepler-1374 b,Kepler-1374,1078.46,5.286154719259407,10.65279281,Transit,
11531,Kepler-1374 b,Kepler-1374,1078.46,1.7,10.652797,Transit,
11532,Kepler-1375 b,Kepler-1375,1430.84,1.43,3.30040818,Transit,
11533,Kepler-1375 b,Kepler-1375,1430.84,5.286154719259407,3.30040818,Transit,
11534,Kepler-1375 b,Kepler-1375,1430.84,1.74,3.3004192,Transit,
11535,Kepler-1375 b,Kepler-1375,1430.84,1.21,3.3004192,Transit,
11536,Kepler-1375 b,Kepler-1375,1430.84,1.21,3.3004192,Transit,
11537,Kepler-1375 b,Kepler-1375,1430.84,1.21,3.3004192,Transit,
11538,Kepler-1375 b,Kepler-1375,1430.84,2.119,13117.276529071569,Transit,
11539,Kepler-1375 b,Kepler-1375,1430.84,5.286154719259407,3.30045211,Transit,
11540,Kepler-1375 b,Kepler-1375,1430.84,1.22,3.300426,Transit,
11541,Kepler-1376 b,Kepler-1376,868.056,1.07,5.30880656,Transit,
11542,Kepler-1376 b,Kepler-1376,868.056,1.08,5.30873978,Transit,
11543,Kepler-1376 b,Kepler-1376,868.056,1.075,13117.276529071569,Transit,
11544,Kepler-1376 b,Kepler-1376,868.056,5.286154719259407,5.30873978,Transit,
11545,Kepler-1376 b,Kepler-1376,868.056,1.07,5.30880656,Transit,
11546,Kepler-1376 b,Kepler-1376,868.056,1.05,5.30880656,Transit,
11547,Kepler-1376 b,Kepler-1376,868.056,1.06,5.308774,Transit,
11548,Kepler-1376 b,Kepler-1376,868.056,5.286154719259407,5.30878648,Transit,
11549,Kepler-1376 b,Kepler-1376,868.056,1.07,5.30880656,Transit,
11550,Kepler-1377 b,Kepler-1377,1146.1,1.32,0.74092842,Transit,
11551,Kepler-1377 b,Kepler-1377,1146.1,1.32,0.74092842,Transit,
11552,Kepler-1377 b,Kepler-1377,1146.1,5.286154719259407,0.74092929,Transit,
11553,Kepler-1377 b,Kepler-1377,1146.1,1.4,0.7409258,Transit,
11554,Kepler-1377 b,Kepler-1377,1146.1,1.25,0.74092842,Transit,
11555,Kepler-1377 b,Kepler-1377,1146.1,5.286154719259407,0.74092636,Transit,
11556,Kepler-1377 b,Kepler-1377,1146.1,1.22,0.74092636,Transit,
11557,Kepler-1377 b,Kepler-1377,1146.1,1.32,0.74092842,Transit,
11558,Kepler-1378 b,Kepler-1378,506.434,5.286154719259407,11.95396311,Transit,
11559,Kepler-1378 b,Kepler-1378,506.434,1.914,13117.276529071569,Transit,
11560,Kepler-1378 b,Kepler-1378,506.434,2.14,11.95398936,Transit,
11561,Kepler-1378 b,Kepler-1378,506.434,2.14,11.95398936,Transit,
11562,Kepler-1378 b,Kepler-1378,506.434,2.14,11.95398936,Transit,
11563,Kepler-1378 b,Kepler-1378,506.434,5.286154719259407,11.95397791,Transit,
11564,Kepler-1378 b,Kepler-1378,506.434,2.5,11.954051,Transit,
11565,Kepler-1378 b,Kepler-1378,506.434,2.2,11.95398936,Transit,
11566,Kepler-1378 b,Kepler-1378,506.434,5.286154719259407,11.95401876,Transit,
11567,Kepler-1378 b,Kepler-1378,506.434,2.1,11.95401876,Transit,
11568,Kepler-1379 b,Kepler-1379,971.325,1.3,0.88184115,Transit,
11569,Kepler-1379 b,Kepler-1379,971.325,1.28,0.88184115,Transit,
11570,Kepler-1379 b,Kepler-1379,971.325,1.318,13117.276529071569,Transit,
11571,Kepler-1379 b,Kepler-1379,971.325,1.28,0.88184115,Transit,
11572,Kepler-1379 b,Kepler-1379,971.325,5.286154719259407,0.88184263,Transit,
11573,Kepler-1379 b,Kepler-1379,971.325,5.286154719259407,0.8818403,Transit,
11574,Kepler-1379 b,Kepler-1379,971.325,1.28,0.88184115,Transit,
11575,Kepler-1379 b,Kepler-1379,971.325,1.24,0.88184263,Transit,
11576,Kepler-1379 b,Kepler-1379,971.325,1.34,0.8818394,Transit,
11577,Kepler-138 b,Kepler-138,66.8624,0.712,13117.276529071569,Transit,
11578,Kepler-138 b,Kepler-138,66.8624,0.46,10.3132068,Transit,
11579,Kepler-138 b,Kepler-138,66.8624,0.701,10.31368,Transit,
11580,Kepler-138 b,Kepler-138,66.8624,0.64,10.3134,Transit,
11581,Kepler-138 b,Kepler-138,66.8624,0.58,10.31320643,Transit,
11582,Kepler-138 b,Kepler-138,66.8624,0.61,10.312364,Transit,
11583,Kepler-138 b,Kepler-138,66.8624,0.58,10.31320643,Transit,
11584,Kepler-138 b,Kepler-138,66.8624,0.59,10.31282204,Transit,
11585,Kepler-138 b,Kepler-138,66.8624,5.286154719259407,10.31282204,Transit,
11586,Kepler-138 b,Kepler-138,66.8624,0.522,10.3126,Transit,
11587,Kepler-138 b,Kepler-138,66.8624,0.79,10.31202,Transit,
11588,Kepler-138 b,Kepler-138,66.8624,0.71,10.312,Transit,
11589,Kepler-138 b,Kepler-138,66.8624,0.629,13117.276529071569,Transit,
11590,Kepler-138 b,Kepler-138,66.8624,0.58,10.31320643,Transit,
11591,Kepler-138 b,Kepler-138,66.8624,0.64,10.31320643,Transit,
11592,Kepler-138 c,Kepler-138,66.8624,1.51,13.7815,Transit,
11593,Kepler-138 c,Kepler-138,66.8624,1.519,13117.276529071569,Transit,
11594,Kepler-138 c,Kepler-138,66.8624,1.197,13.7813,Transit,
11595,Kepler-138 c,Kepler-138,66.8624,1.33,13.78109344,Transit,
11596,Kepler-138 c,Kepler-138,66.8624,5.286154719259407,13.78110068,Transit,
11597,Kepler-138 c,Kepler-138,66.8624,1.17,13.78110882,Transit,
11598,Kepler-138 c,Kepler-138,66.8624,1.4,13.78109344,Transit,
11599,Kepler-138 c,Kepler-138,66.8624,5.286154719259407,13.78109471,Transit,
11600,Kepler-138 c,Kepler-138,66.8624,1.75,13.781,Transit,
11601,Kepler-138 c,Kepler-138,66.8624,1.58,13.78104973,Transit,
11602,Kepler-138 c,Kepler-138,66.8624,1.67,13.781564,Transit,
11603,Kepler-138 c,Kepler-138,66.8624,1.94,13.781052,Transit,
11604,Kepler-138 c,Kepler-138,66.8624,5.286154719259407,13.7810915,Transit,
11605,Kepler-138 c,Kepler-138,66.8624,1.751,13117.276529071569,Transit,
11606,Kepler-138 c,Kepler-138,66.8624,1.61,13.78164,Transit,
11607,Kepler-138 c,Kepler-138,66.8624,1.33,13.78109344,Transit,
11608,Kepler-138 c,Kepler-138,66.8624,1.33,13.78109344,Transit,
11609,Kepler-138 c,Kepler-138,66.8624,1.42,13.78109471,Transit,
11610,Kepler-138 d,Kepler-138,66.8624,1.52,23.08901839,Transit,
11611,Kepler-138 d,Kepler-138,66.8624,1.859,13117.276529071569,Transit,
11612,Kepler-138 d,Kepler-138,66.8624,1.26,23.0904007,Transit,
11613,Kepler-138 d,Kepler-138,66.8624,1.61,23.08933,Transit,
11614,Kepler-138 d,Kepler-138,66.8624,1.323,13117.276529071569,Transit,
11615,Kepler-138 d,Kepler-138,66.8624,1.52,23.08901839,Transit,
11616,Kepler-138 d,Kepler-138,66.8624,1.24,23.08902241,Transit,
11617,Kepler-138 d,Kepler-138,66.8624,2.06,23.089447,Transit,
11618,Kepler-138 d,Kepler-138,66.8624,5.286154719259407,23.08902241,Transit,
11619,Kepler-138 d,Kepler-138,66.8624,1.51,23.0923,Transit,
11620,Kepler-138 d,Kepler-138,66.8624,1.68,23.09302,Transit,
11621,Kepler-138 d,Kepler-138,66.8624,1.2,23.0889203,Transit,
11622,Kepler-138 d,Kepler-138,66.8624,1.63,23.08901839,Transit,
11623,Kepler-138 d,Kepler-138,66.8624,1.52,23.08901839,Transit,
11624,Kepler-138 d,Kepler-138,66.8624,1.212,23.0881,Transit,
11625,Kepler-138 d,Kepler-138,66.8624,5.286154719259407,23.08898875,Transit,
11626,Kepler-138 e,Kepler-138,66.8624,5.286154719259407,38.23,Transit Timing Variations,
11627,Kepler-1380 b,Kepler-1380,2462.94,5.286154719259407,10.3108232,Transit,
11628,Kepler-1380 b,Kepler-1380,2462.94,1.27,10.3108232,Transit,
11629,Kepler-1380 b,Kepler-1380,2462.94,1.34,10.3108245,Transit,
11630,Kepler-1380 b,Kepler-1380,2462.94,1.34,10.3108245,Transit,
11631,Kepler-1380 b,Kepler-1380,2462.94,5.286154719259407,10.31054141,Transit,
11632,Kepler-1380 b,Kepler-1380,2462.94,2.732,13117.276529071569,Transit,
11633,Kepler-1380 b,Kepler-1380,2462.94,1.34,10.3108245,Transit,
11634,Kepler-1380 b,Kepler-1380,2462.94,1.8,10.310531,Transit,
11635,Kepler-1380 b,Kepler-1380,2462.94,1.43,10.3108245,Transit,
11636,Kepler-1381 b,Kepler-1381,1197.04,5.286154719259407,25.38403338,Transit,
11637,Kepler-1381 b,Kepler-1381,1197.04,2.41,25.3842686,Transit,
11638,Kepler-1381 b,Kepler-1381,1197.04,2.41,25.3842686,Transit,
11639,Kepler-1381 b,Kepler-1381,1197.04,2.047,13117.276529071569,Transit,
11640,Kepler-1381 b,Kepler-1381,1197.04,2.25,25.3842686,Transit,
11641,Kepler-1381 b,Kepler-1381,1197.04,2.44,25.384175,Transit,
11642,Kepler-1381 b,Kepler-1381,1197.04,5.286154719259407,25.384175,Transit,
11643,Kepler-1381 b,Kepler-1381,1197.04,2.4,25.38413,Transit,
11644,Kepler-1381 b,Kepler-1381,1197.04,5.286154719259407,25.38408965,Transit,
11645,Kepler-1381 b,Kepler-1381,1197.04,2.41,25.3842686,Transit,
11646,Kepler-1382 b,Kepler-1382,738.261,1.08,16.3583055,Transit,
11647,Kepler-1382 b,Kepler-1382,738.261,5.286154719259407,16.35824749,Transit,
11648,Kepler-1382 b,Kepler-1382,738.261,2.23,16.3583482,Transit,
11649,Kepler-1382 b,Kepler-1382,738.261,1.08,16.3583055,Transit,
11650,Kepler-1382 b,Kepler-1382,738.261,1.21,16.35834,Transit,
11651,Kepler-1382 b,Kepler-1382,738.261,5.286154719259407,16.3583482,Transit,
11652,Kepler-1382 b,Kepler-1382,738.261,1.08,16.3583055,Transit,
11653,Kepler-1382 b,Kepler-1382,738.261,1.88,16.3583055,Transit,
11654,Kepler-1382 b,Kepler-1382,738.261,2.215,13117.276529071569,Transit,
11655,Kepler-1383 b,Kepler-1383,1027.21,1.5,13117.276529071569,Transit,
11656,Kepler-1383 b,Kepler-1383,1027.21,5.286154719259407,13.9093544,Transit,
11657,Kepler-1383 b,Kepler-1383,1027.21,1.16,13.9093583,Transit,
11658,Kepler-1383 b,Kepler-1383,1027.21,1.33,13.9093544,Transit,
11659,Kepler-1383 b,Kepler-1383,1027.21,1.16,13.9093583,Transit,
11660,Kepler-1383 b,Kepler-1383,1027.21,5.286154719259407,13.90910812,Transit,
11661,Kepler-1383 b,Kepler-1383,1027.21,1.36,13.9095,Transit,
11662,Kepler-1383 b,Kepler-1383,1027.21,1.16,13.9093583,Transit,
11663,Kepler-1383 b,Kepler-1383,1027.21,1.41,13.9093583,Transit,
11664,Kepler-1384 b,Kepler-1384,731.4047960443471,2.8,15.36254,Transit,
11665,Kepler-1384 b,Kepler-1384,731.4047960443471,5.286154719259407,15.3626052,Transit,
11666,Kepler-1384 b,Kepler-1384,731.4047960443471,5.286154719259407,15.3626251,Transit,
11667,Kepler-1384 b,Kepler-1384,731.4047960443471,5.286154719259407,15.36254609,Transit,
11668,Kepler-1384 b,Kepler-1384,731.4047960443471,2.21,15.36262753,Transit,
11669,Kepler-1384 b,Kepler-1384,731.4047960443471,1.8,15.3626052,Transit,
11670,Kepler-1384 b,Kepler-1384,731.4047960443471,2.21,15.36262753,Transit,
11671,Kepler-1384 b,Kepler-1384,731.4047960443471,2.21,15.36262753,Transit,
11672,Kepler-1384 b,Kepler-1384,731.4047960443471,1.94,15.36262753,Transit,
11673,Kepler-1385 b,Kepler-1385,688.795,0.85,2.88879862,Transit,
11674,Kepler-1385 b,Kepler-1385,688.795,0.55,2.88879862,Transit,
11675,Kepler-1385 b,Kepler-1385,688.795,0.84,2.88878583,Transit,
11676,Kepler-1385 b,Kepler-1385,688.795,0.55,2.88879862,Transit,
11677,Kepler-1385 b,Kepler-1385,688.795,0.55,2.88879862,Transit,
11678,Kepler-1385 b,Kepler-1385,688.795,1.067,13117.276529071569,Transit,
11679,Kepler-1385 b,Kepler-1385,688.795,5.286154719259407,2.88880143,Transit,
11680,Kepler-1385 b,Kepler-1385,688.795,5.286154719259407,2.88878583,Transit,
11681,Kepler-1385 b,Kepler-1385,688.795,0.56,2.888796,Transit,
11682,Kepler-1386 b,Kepler-1386,835.882,1.313,13117.276529071569,Transit,
11683,Kepler-1386 b,Kepler-1386,835.882,1.48,6.73968289,Transit,
11684,Kepler-1386 b,Kepler-1386,835.882,1.09,6.73972381,Transit,
11685,Kepler-1386 b,Kepler-1386,835.882,1.09,6.73972381,Transit,
11686,Kepler-1386 b,Kepler-1386,835.882,1.09,6.73972381,Transit,
11687,Kepler-1386 b,Kepler-1386,835.882,1.12,6.739726,Transit,
11688,Kepler-1386 b,Kepler-1386,835.882,5.286154719259407,6.73968289,Transit,
11689,Kepler-1386 b,Kepler-1386,835.882,5.286154719259407,6.73998206,Transit,
11690,Kepler-1386 b,Kepler-1386,835.882,1.24,6.73972381,Transit,
11691,Kepler-1387 b,Kepler-1387,455.358,0.93,2.27952666,Transit,
11692,Kepler-1387 b,Kepler-1387,455.358,0.93,2.27952666,Transit,
11693,Kepler-1387 b,Kepler-1387,455.358,0.93,2.27952666,Transit,
11694,Kepler-1387 b,Kepler-1387,455.358,0.93,2.27952666,Transit,
11695,Kepler-1387 b,Kepler-1387,455.358,5.286154719259407,2.27952521,Transit,
11696,Kepler-1387 b,Kepler-1387,455.358,0.87,2.27952336,Transit,
11697,Kepler-1387 b,Kepler-1387,455.358,0.78,13117.276529071569,Transit,
11698,Kepler-1387 b,Kepler-1387,455.358,5.286154719259407,2.27952336,Transit,
11699,Kepler-1387 b,Kepler-1387,455.358,0.9,2.279533,Transit,
11700,Kepler-1388 b,Kepler-1388,453.795,2.23,12.2854603,Transit,
11701,Kepler-1388 b,Kepler-1388,453.795,1.903,13117.276529071569,Transit,
11702,Kepler-1388 b,Kepler-1388,453.795,5.286154719259407,12.2854718,Transit,
11703,Kepler-1388 b,Kepler-1388,453.795,5.286154719259407,12.28566963,Transit,
11704,Kepler-1388 b,Kepler-1388,453.795,5.286154719259407,12.28546124,Transit,
11705,Kepler-1388 b,Kepler-1388,453.795,2.21,12.2854718,Transit,
11706,Kepler-1388 b,Kepler-1388,453.795,2.6,12.28549,Transit,
11707,Kepler-1388 b,Kepler-1388,453.795,2.23,12.2854603,Transit,
11708,Kepler-1388 b,Kepler-1388,453.795,2.23,12.2854603,Transit,
11709,Kepler-1388 b,Kepler-1388,453.795,2.59,12.2854603,Transit,
11710,Kepler-1388 c,Kepler-1388,453.795,2.3,5.536068,Transit,
11711,Kepler-1388 c,Kepler-1388,453.795,1.96,5.53608151,Transit,
11712,Kepler-1388 c,Kepler-1388,453.795,2.2,5.53609368,Transit,
11713,Kepler-1388 c,Kepler-1388,453.795,1.96,5.53608151,Transit,
11714,Kepler-1388 c,Kepler-1388,453.795,1.895,13117.276529071569,Transit,
11715,Kepler-1388 c,Kepler-1388,453.795,1.96,5.53608151,Transit,
11716,Kepler-1388 c,Kepler-1388,453.795,2.26,5.53608151,Transit,
11717,Kepler-1388 c,Kepler-1388,453.795,5.286154719259407,5.53610698,Transit,
11718,Kepler-1388 c,Kepler-1388,453.795,5.286154719259407,5.53609368,Transit,
11719,Kepler-1388 c,Kepler-1388,453.795,5.286154719259407,5.536118,Transit,
11720,Kepler-1388 d,Kepler-1388,453.795,2.048,13117.276529071569,Transit,
11721,Kepler-1388 d,Kepler-1388,453.795,5.286154719259407,20.9569985,Transit,
11722,Kepler-1388 d,Kepler-1388,453.795,2.43,20.9568158,Transit,
11723,Kepler-1388 d,Kepler-1388,453.795,2.43,20.9568158,Transit,
11724,Kepler-1388 d,Kepler-1388,453.795,5.286154719259407,20.95687154,Transit,
11725,Kepler-1388 d,Kepler-1388,453.795,2.38,20.9569985,Transit,
11726,Kepler-1388 d,Kepler-1388,453.795,2.86,20.9568158,Transit,
11727,Kepler-1388 e,Kepler-1388,453.795,2.09,37.6327084,Transit,
11728,Kepler-1388 e,Kepler-1388,453.795,5.286154719259407,37.63436421,Transit,
11729,Kepler-1388 e,Kepler-1388,453.795,2.09,37.6327084,Transit,
11730,Kepler-1388 e,Kepler-1388,453.795,2.46,37.6327084,Transit,
11731,Kepler-1388 e,Kepler-1388,453.795,1.937,13117.276529071569,Transit,
11732,Kepler-1388 e,Kepler-1388,453.795,2.25,37.6333868,Transit,
11733,Kepler-1388 e,Kepler-1388,453.795,5.286154719259407,37.6333868,Transit,
11734,Kepler-1389 b,Kepler-1389,497.093,1.77,99.2530951,Transit,
11735,Kepler-1389 b,Kepler-1389,497.093,2.181,13117.276529071569,Transit,
11736,Kepler-1389 b,Kepler-1389,497.093,1.77,99.2530951,Transit,
11737,Kepler-1389 b,Kepler-1389,497.093,1.77,99.2530951,Transit,
11738,Kepler-1389 b,Kepler-1389,497.093,5.286154719259407,99.2532336,Transit,
11739,Kepler-1389 b,Kepler-1389,497.093,2.17,99.2532336,Transit,
